movie_title,title_year
My Bloody Valentine ,2009
Stomp the Yard ,2007
The Spy Who Loved Me ,1977
Urban Legend ,1998
Good Deeds ,2012
White Fang ,1991
Superstar ,1999
The Iron Lady ,2011
Jonah: A VeggieTales Movie ,2002
Poetic Justice ,1993
All About the Benjamins ,2002
Vampire in Brooklyn ,1995
Exorcist II: The Heretic ,1977
An American Haunting ,2005
My Boss's Daughter ,2003
A Perfect Getaway ,2009
Our Family Wedding ,2010
Dead Man on Campus ,1998
Tea with Mussolini ,1999
Thinner ,1996
"New York, New York ",1977
Crooklyn ,1994
I Think I Love My Wife ,2007
Jason X ,2001
Bobby ,2006
Head Over Heels ,2001
Fun Size ,2012
The Diving Bell and the Butterfly ,2007
Little Children ,2006
Gossip ,2000
A Walk on the Moon ,1999
Catch a Fire ,2006
Soul Survivors ,2001
Jefferson in Paris ,1995
Easy Virtue ,2008
Caravans ,1978
Mr. Turner ,2014
Wild Grass ,2009
Amen. ,2002
Reign of Assassins ,2010
The Lucky Ones ,2008
Margaret ,2011
Stan Helsing ,2009
Flipped ,2010
Brokeback Mountain ,2005
Clueless ,1995
Far from Heaven ,2002
Hot Tub Time Machine 2 ,2015
Quills ,2000
Seven Psychopaths ,2012
The Caveman's Valentine ,2001
Downfall ,2004
The Sea Inside ,2004
Under the Skin ,2013
"Good Morning, Vietnam ",1987
The Last Godfather ,2010
Justin Bieber: Never Say Never ,2011
Black Swan ,2010
The Godfather: Part II ,1974
Save the Last Dance ,2001
A Nightmare on Elm Street 4: The Dream Master ,1988
Miracles from Heaven ,2016
"Dude, Where's My Car? ",2000
Young Guns ,1988
St. Vincent ,2014
About Last Night ,2014
10 Things I Hate About You ,1999
The New Guy ,2002
Loaded Weapon 1 ,1993
The Shallows ,2016
The Butterfly Effect ,2004
Snow Day ,2000
This Christmas ,2007
Baby Geniuses ,1999
The Big Hit ,1998
Harriet the Spy ,1996
Child's Play 2 ,1990
Spartacus: War of the Damned ,0
No Good Deed ,2014
The Mist ,2007
Ex Machina ,2015
Being John Malkovich ,1999
Two Can Play That Game ,2001
Earth to Echo ,2014
Crazy/Beautiful ,2001
Letters from Iwo Jima ,2006
The Astronaut Farmer ,2006
Woo ,1998
Room ,2015
Dirty Work ,1998
Serial Mom ,1994
Dick ,1999
Light It Up ,1999
54 ,1998
Bubble Boy ,2001
Birthday Girl ,2001
21 & Over ,2013
"Paris, je t'aime ",2006
Resurrecting the Champ ,2007
Admission ,2013
The Widow of Saint-Pierre ,2000
Chloe ,2009
Faithful ,1996
Find Me Guilty ,2006
The Perks of Being a Wallflower ,2012
Excessive Force ,1993
Infamous ,2006
The Vatican Tapes ,2015
Attack the Block ,2011
In the Land of Blood and Honey ,2011
The Call ,2013
Operation Chromite ,2016
The Crocodile Hunter: Collision Course ,2002
I Love You Phillip Morris ,2009
Quest for Fire ,1981
Antwone Fisher ,2002
The Emperor's Club ,2002
True Romance ,1993
Womb ,2010
Glengarry Glen Ross ,1992
The Killer Inside Me ,2010
Sorority Row ,2009
The Prisoner of Zenda ,1937
Lars and the Real Girl ,2007
The Boy in the Striped Pajamas ,2008
Dancer in the Dark ,2000
Oscar and Lucinda ,1997
The Funeral ,1996
Solitary Man ,2009
Machete ,2010
Casino Jack ,2010
The Land Before Time ,1988
Tae Guk Gi: The Brotherhood of War ,2004
The Perfect Game ,2009
The Exorcist ,1973
Jaws ,1975
American Pie ,1999
Ernest & Celestine ,2012
The Golden Child ,1986
Think Like a Man ,2012
Barbershop ,2002
Star Trek II: The Wrath of Khan ,1982
Ace Ventura: Pet Detective ,1994
WarGames ,1983
Witness ,1985
Act of Valor ,2012
Step Up ,2006
Beavis and Butt-Head Do America ,1996
Jackie Brown ,1997
Harold & Kumar Escape from Guantanamo Bay ,2008
Chronicle ,2012
Yentl ,1983
Time Bandits ,1981
Project X ,2012
Patton ,1970
One Hour Photo ,2002
Quarantine ,2008
The Eye ,2008
Johnson Family Vacation ,2004
How High ,2001
The Muppet Christmas Carol ,1992
Frida ,2002
Katy Perry: Part of Me ,2012
The Fault in Our Stars ,2014
Rounders ,1998
Top Five ,2014
Prophecy ,1979
Stir of Echoes ,1999
Philomena ,2013
The Upside of Anger ,2005
The Boys from Brazil ,1978
Aquamarine ,2006
Paper Towns ,2015
My Baby's Daddy ,2004
Nebraska ,2013
Tales from the Crypt: Demon Knight ,1995
Max Keeble's Big Move ,2001
Young Adult ,2011
Crank ,2006
How to Be a Player ,1997
Living Out Loud ,1998
Just Wright ,2010
Rachel Getting Married ,2008
The Postman Always Rings Twice ,1981
Girl with a Pearl Earring ,2003
Das Boot ,1981
Sorority Boys ,2002
About Time ,2013
House of Flying Daggers ,2004
Arbitrage ,2012
Project Almanac ,2015
Cadillac Records ,2008
Screwed ,2000
Fortress ,1992
For Your Consideration ,2006
Celebrity ,1998
Running with Scissors ,2006
From Justin to Kelly ,2003
Girl 6 ,1996
In the Cut ,2003
Two Lovers ,2008
Last Orders ,2001
The Pursuit of D.B. Cooper ,1981
Ravenous ,1999
Charlie Bartlett ,2007
The Great Beauty ,2013
The Dangerous Lives of Altar Boys ,2002
Stoker ,2013
2046 ,2004
Lovesick ,0
Married Life ,2007
Duma ,2005
Ondine ,2009
Brother ,2000
Welcome to Collinwood ,2002
Critical Care ,1997
The Life Before Her Eyes ,2007
Darling Companion ,2012
Trade ,2007
Fateless ,2005
Breakfast of Champions ,1999
Cypher ,2002
City of Life and Death ,2009
Legend of Kung Fu Rabbit ,2011
Space Battleship Yamato ,2010
5 Days of War ,2011
Triangle ,2009
10 Days in a Madhouse ,2015
Heaven Is for Real ,2014
Dancin' It's On ,2015
Pet Sematary ,1989
Madadayo ,1993
The Cry of the Owl ,2009
A Tale of Three Cities ,2015
Gremlins ,1984
Star Wars: Episode IV - A New Hope ,1977
Dirty Grandpa ,2016
Doctor Zhivago ,1965
Trash ,2014
High School Musical 3: Senior Year ,2008
The Fighter ,2010
Jackass Number Two ,2006
My Cousin Vinny ,1992
If I Stay ,2014
Drive Hard ,2014
Major League ,1989
St. Trinian's ,2007
Phone Booth ,2002
A Walk to Remember ,2002
Dead Man Walking ,1995
Cruel Intentions ,1999
Saw VI ,2009
The Secret Life of Bees ,2008
Corky Romano ,2001
Raising Cain ,1992
F.I.S.T. ,1978
Invaders from Mars ,1986
Brooklyn ,2015
Barry Lyndon ,1975
Out Cold ,2001
The Ladies Man ,2000
Quartet ,2012
Tomcats ,2001
Frailty ,2001
Woman in Gold ,2015
Kinsey ,2004
Army of Darkness ,1992
Slackers ,2002
What's Eating Gilbert Grape ,1993
The Visual Bible: The Gospel of John ,2003
Vera Drake ,2004
The Guru ,2002
The Perez Family ,1995
Inside Llewyn Davis ,2013
Return to the Blue Lagoon ,1991
The Molly Maguires ,1970
Romance & Cigarettes ,2005
Copying Beethoven ,2006
Brighton Rock ,2010
Saw V ,2008
Machine Gun McCain ,1969
LOL ,2012
Jindabyne ,2006
Kabhi Alvida Naa Kehna ,2006
An Ideal Husband ,1999
The Last Days on Mars ,2013
Darkness ,2002
2001: A Space Odyssey ,1968
E.T. the Extra-Terrestrial ,1982
In the Land of Women ,2007
The Blue Butterfly ,2004
There Goes My Baby ,1994
Housefull ,2010
September Dawn ,2007
For Greater Glory: The True Story of Cristiada ,2012
La Famille Bélier ,2014
Good Will Hunting ,1997
Misconduct ,2016
Saw III ,2006
Bones ,0
Stripes ,1981
Bring It On ,2000
The Purge: Election Year ,2016
She's All That ,1999
Saw IV ,2007
White Noise ,2005
Madea's Family Reunion ,2006
The Color of Money ,1986
The Longest Day ,1962
The Mighty Ducks ,1992
The Grudge ,2004
Happy Gilmore ,1996
Jeepers Creepers ,2001
Bill & Ted's Excellent Adventure ,1989
Oliver! ,1968
The Best Exotic Marigold Hotel ,2011
Recess: School's Out ,2001
Mad Max Beyond Thunderdome ,1985
Commando ,1985
The Boy ,2016
Devil ,2010
Friday After Next ,2002
Insidious: Chapter 3 ,2015
The Last Dragon ,1985
The Lawnmower Man ,1992
Nick and Norah's Infinite Playlist ,2008
Dogma ,1999
The Banger Sisters ,2002
Twilight Zone: The Movie ,1983
Road House ,1989
A Low Down Dirty Shame ,1994
Swimfan ,2002
Employee of the Month ,2006
Can't Hardly Wait ,1998
The Outsiders ,1983
Pete's Dragon ,2016
Sinister 2 ,2015
Sparkle ,2012
Valentine ,2001
The Fourth Kind ,2009
A Prairie Home Companion ,2006
Sugar Hill ,1993
Invasion U.S.A. ,1985
Roll Bounce ,2005
Rushmore ,1998
Skyline ,2010
The Second Best Exotic Marigold Hotel ,2015
Kit Kittredge: An American Girl ,2008
The Perfect Man ,2005
Mo' Better Blues ,1990
Kung Pow: Enter the Fist ,2002
Tremors ,1990
Wrong Turn ,2003
The Long Riders ,1980
The Corruptor ,1999
Mud ,2012
Reno 911!: Miami ,2007
One Direction: This Is Us ,2013
"The Goods: Live Hard, Sell Hard ",2009
Hey Arnold! The Movie ,2002
My Week with Marilyn ,2011
The Matador ,2005
Love Jones ,1997
End of the Spear ,2005
Get Over It ,2001
Office Space ,1999
Drop Dead Gorgeous ,1999
Big Eyes ,2014
Very Bad Things ,1998
Sleepover ,2004
Body Double ,1984
MacGruber ,2010
Dirty Pretty Things ,2002
Movie 43 ,2013
Over Her Dead Body ,2008
Seeking a Friend for the End of the World ,2012
Cedar Rapids ,2011
American History X ,1998
The Collection ,2012
Teacher's Pet ,2004
The Red Violin ,1998
The Straight Story ,1999
Deuces Wild ,2002
Bad Words ,2013
"Run, Fatboy, Run ",2007
Heartbeeps ,1981
Black or White ,2014
On the Line ,2001
Rescue Dawn ,2006
Danny Collins ,2015
"Jeff, Who Lives at Home ",2011
I Am Love ,2009
Atlas Shrugged II: The Strike ,2012
Romeo Is Bleeding ,1993
The Limey ,1999
The House of Mirth ,2000
Malone ,1987
Peaceful Warrior ,2006
Bucky Larson: Born to Be a Star ,2011
Bamboozled ,2000
The Forest ,2016
Sphinx ,1981
While We're Young ,2014
A Better Life ,2011
Spider ,2002
Gun Shy ,2000
Nicholas Nickleby ,2002
The Iceman ,2012
Krrish ,2006
Cecil B. DeMented ,2000
Killer Joe ,2011
The Joneses ,2009
Owning Mahowny ,2003
The Brothers Solomon ,2007
My Blueberry Nights ,2007
Illuminata ,1998
Swept Away ,2002
"War, Inc. ",2008
Shaolin Soccer ,2001
The Brown Bunny ,2003
The Swindle ,1997
Rosewater ,2014
The Chambermaid on the Titanic ,1997
Coriolanus ,2011
Imaginary Heroes ,2004
High Heels and Low Lifes ,2001
The Bold and the Beautiful ,0
World's Greatest Dad ,2009
Severance ,2006
Edmond ,2005
Welcome to the Rileys ,2010
Police Academy: Mission to Moscow ,1994
Blood Done Sign My Name ,2010
"Cinco de Mayo, La Batalla ",2013
Elsa & Fred ,2014
An Alan Smithee Film: Burn Hollywood Burn ,1997
The Open Road ,2009
The Good Guy ,2009
Motherhood ,2009
Free Style ,2008
Strangerland ,2015
The Janky Promoters ,2009
Blonde Ambition ,2007
The Oxford Murders ,2008
The Reef ,2010
Eulogy ,2004
White Noise 2: The Light ,2007
You Got Served: Beat the World ,2011
Fifty Dead Men Walking ,2008
Jungle Shuffle ,2014
Adam Resurrected ,2008
Of Horses and Men ,2013
Star Wars: The Clone Wars ,0
It's a Wonderful Afterlife ,2010
The Devil's Tomb ,2009
Partition ,2007
Good Intentions ,2010
"The Good, the Bad, the Weird ",2008
Nurse 3D ,2013
Gunless ,2010
Adventureland ,2009
The Lost City ,2005
Next Friday ,2000
American Heist ,2014
You Only Live Twice ,1967
Plastic ,2014
Amour ,2012
Poltergeist III ,1988
Re-Kill ,2015
All Is Lost ,2013
"It's a Mad, Mad, Mad, Mad World ",1963
Volver ,2006
Heavy Metal ,1981
Gentlemen Broncos ,2009
Richard III ,1995
Into the Grizzly Maze ,2015
Kites ,2010
Melancholia ,2011
Red Dog ,2011
Jab Tak Hai Jaan ,2012
Alien ,1979
The Runaways ,2010
Fiddler on the Roof ,1971
Thunderball ,1965
Detention ,2011
Loose Cannons ,2010
Set It Off ,1996
The Best Man ,1999
Child's Play ,1988
Sicko ,2007
The Purge: Anarchy ,2014
Down to You ,2000
Harold & Kumar Go to White Castle ,2004
The Contender ,2000
Boiler Room ,2000
Trading Places ,1983
Black Christmas ,2006
Breakin' All the Rules ,2004
Henry V ,1989
The Player ,0
The Savages ,2007
Chasing Papi ,2003
The Way of the Gun ,2000
Igby Goes Down ,2002
PCU ,1994
The Ultimate Gift ,2006
The Ice Pirates ,1984
Gracie ,2007
Trust the Man ,2005
Hamlet 2 ,2008
Velvet Goldmine ,1998
The Wailing ,2016
Glee: The 3D Concert Movie ,2011
The Legend of Suriyothai ,2001
Two Evil Eyes ,1990
Barbecue ,2014
All or Nothing ,2002
Princess Kaiulani ,2009
Opal Dream ,2006
Flame and Citron ,2008
Preacher ,0
Undiscovered ,2005
Red Riding: In the Year of Our Lord 1974 ,2009
The Girl on the Train ,2009
Veronika Decides to Die ,2009
Crocodile Dundee ,1986
"Ultramarines: A Warhammer 40,000 Movie ",2010
The I Inside ,2004
Beneath Hill 60 ,2010
Polisse ,2011
Awake ,2007
Skin Trade ,2014
The Lost Boys ,1987
Crazy Heart ,2009
The Rose ,1979
Baggage Claim ,2013
Barbarella ,1968
Shipwrecked ,1990
Election ,1999
The Namesake ,2006
The DUFF ,2015
Glitter ,2001
Wuthering Heights ,0
The Haunting in Connecticut 2: Ghosts of Georgia ,2013
Silmido ,2003
Bright Star ,2009
My Name Is Khan ,2010
Limbo ,1999
Namastey London ,2007
The Wind That Shakes the Barley ,2006
Yeh Jawaani Hai Deewani ,2013
Quo Vadis ,1951
Repo! The Genetic Opera ,2008
Valley of the Wolves: Iraq ,2006
Pulp Fiction ,1994
The Muppet Movie ,1979
Nightcrawler ,2014
Club Dread ,2004
The Sound of Music ,1965
Splash ,1984
Little Miss Sunshine ,2006
Stand by Me ,1986
28 Days Later... ,2002
You Got Served ,2004
Escape from Alcatraz ,1979
Brown Sugar ,2002
A Thin Line Between Love and Hate ,1996
50/50 ,2011
Shutter ,2008
That Awkward Moment ,2014
Modern Problems ,1981
Kicks ,2016
Much Ado About Nothing ,1993
On Her Majesty's Secret Service ,1969
New Nightmare ,1994
Drive Me Crazy ,1999
Akeelah and the Bee ,2006
Half Baked ,1998
New in Town ,2009
American Psycho ,2000
The Good Girl ,2002
Bon Cop Bad Cop ,2006
The Boondock Saints II: All Saints Day ,2009
The City of Your Final Destination ,2009
Enough Said ,2013
Easy A ,2010
The Inkwell ,1994
Shadow of the Vampire ,2000
Prom ,2011
The Pallbearer ,1996
Held Up ,1999
Woman on Top ,2000
Howards End ,1992
Anomalisa ,2015
Another Year ,2010
8 Women ,2002
Showdown in Little Tokyo ,1991
Clay Pigeons ,1998
It's Kind of a Funny Story ,2010
Made in Dagenham ,2010
When Did You Last See Your Father? ,2007
Prefontaine ,1997
The Wicked Lady ,1983
The Secret of Kells ,2009
Fargo ,0
Begin Again ,2013
Down in the Valley ,2005
Brooklyn Rules ,2007
Restless ,2012
The Singing Detective ,2003
The Land Girls ,1998
Fido ,2006
The Wendell Baker Story ,2005
Buffy the Vampire Slayer ,0
Wild Target ,2010
Pathology ,2008
10th & Wolf ,2006
Dear Wendy ,2004
Aloft ,2014
Akira ,1988
The Death and Life of Bobby Z ,2007
The Rocket: The Legend of Rocket Richard ,2005
Swelter ,2014
My Lucky Star ,2013
Imagine Me & You ,2005
Mr. Church ,2016
Swimming Pool ,2003
Green Street 3: Never Back Down ,2013
The Blood of Heroes ,1989
Code of Honor ,2016
Nikita ,0
Driving Miss Daisy ,1989
Dark Angel ,0
Soul Food ,1997
Rumble in the Bronx ,1995
Far from Men ,2014
Thank You for Smoking ,2005
Hostel: Part II ,2007
An Education ,2009
Shopgirl ,2005
The Hotel New Hampshire ,1984
Narc ,2002
Men with Brooms ,2002
Witless Protection ,2008
The Work and the Glory ,2004
Extract ,2009
Masked and Anonymous ,2003
Alias Betty ,2001
Code 46 ,2003
Outside Bet ,2012
Albert Nobbs ,2011
Gerry ,2002
Black November ,2012
Ta Ra Rum Pum ,2007
Persepolis ,2007
The Hole ,2009
The Wave ,2008
The Neon Demon ,2016
Harry Brown ,2009
The Omega Code ,1999
Pound of Flesh ,2015
Diamonds Are Forever ,1971
The Godfather ,1972
Flashdance ,1983
500 Days of Summer ,2009
The Piano ,1993
Magic Mike ,2012
Darkness Falls ,2003
Live and Let Die ,1973
My Dog Skip ,2000
"Definitely, Maybe ",2008
Jumping the Broom ,2011
"Good Night, and Good Luck. ",2005
Capote ,2005
Desperado ,1995
Logan's Run ,1976
The Man with the Golden Gun ,1974
Action Jackson ,1988
The Descent ,2005
Michael Jordan to the Max ,2000
Devil's Due ,2014
Flirting with Disaster ,1996
The Devil's Rejects ,2005
Dope ,2015
In Too Deep ,1999
House of 1000 Corpses ,2003
Alien Zone ,1978
A Serious Man ,2009
Get Low ,2009
Warlock ,1989
Beyond the Lights ,2014
A Single Man ,2009
The Last Temptation of Christ ,1988
Outside Providence ,1999
Bride & Prejudice ,2004
Rabbit-Proof Fence ,2002
Who's Your Caddy? ,2007
Split Second ,1992
The Other Side of Heaven ,2001
Veer-Zaara ,2004
Redbelt ,2008
Cyrus ,2010
Gomorrah ,0
A Dog of Flanders ,1999
Auto Focus ,2002
Factory Girl ,2006
We Need to Talk About Kevin ,2011
The Christmas Candle ,2013
The Mighty Macs ,2009
Losin' It ,1983
Mother and Child ,2009
March or Die ,1977
Les visiteurs ,1993
Somewhere ,2010
I Hope They Serve Beer in Hell ,2009
Chairman of the Board ,1998
Hesher ,2010
Dom Hemingway ,2013
The Heart of Me ,2002
Freeheld ,2015
The Extra Man ,2010
Hard to Be a God ,2013
Ca$h ,2010
Wah-Wah ,2005
The Boondock Saints ,1999
Z Storm ,2014
Twixt ,2011
War & Peace ,0
Snow Queen ,2012
Alpha and Omega 4: The Legend of the Saw Toothed Cave ,2014
Pale Rider ,1985
Stargate: The Ark of Truth ,2008
Dazed and Confused ,1993
Dolphins and Whales 3D: Tribes of the Ocean ,2008
High School Musical 2 ,2007
Two Lovers and a Bear ,2016
Criminal Activities ,2015
Aimee & Jaguar ,1999
The Chumscrubber ,2005
Shade ,2003
House at the End of the Street ,2012
Incendies ,2010
"Remember Me, My Love ",2003
Perrier's Bounty ,2009
Elite Squad ,2007
Annabelle ,2014
Veronica Mars ,0
Bran Nue Dae ,2009
Boyz n the Hood ,1991
La Bamba ,1987
The Four Seasons ,1981
Dressed to Kill ,1980
The Adventures of Huck Finn ,1993
Go ,1999
Friends with Money ,2006
The Andromeda Strain ,1971
Bats ,1999
Nowhere in Africa ,2001
Shame ,2011
Layer Cake ,2004
The Work and the Glory II: American Zion ,2005
The East ,2013
A Home at the End of the World ,2004
Aberdeen ,2000
The Messenger ,2009
Tracker ,2010
Control ,2007
The Terminator ,1984
Good Bye Lenin! ,2003
The Damned United ,2009
Mallrats ,1995
Grease ,1978
Platoon ,1986
Emma ,0
Fahrenheit 9/11 ,2004
Butch Cassidy and the Sundance Kid ,1969
Mary Poppins ,1964
Ordinary People ,1980
West Side Story ,1961
Caddyshack ,1980
The Brothers ,2001
The Wood ,1999
The Usual Suspects ,1995
A Nightmare on Elm Street 5: The Dream Child ,1989
The Inbetweeners ,0
Van Wilder: Party Liaison ,2002
The Wrestler ,2008
Duel in the Sun ,1946
Best in Show ,2000
Escape from New York ,1981
School Daze ,1988
Daddy Day Camp ,2007
Mr. Nice Guy ,1997
A Mighty Wind ,2003
Mystic Pizza ,1988
Sliding Doors ,1998
Tales from the Hood ,1995
The Last King of Scotland ,2006
Halloween 5 ,1989
Bernie ,2011
Pollock ,2000
200 Cigarettes ,1999
The Words ,2012
Casa de mi Padre ,2012
City Island ,2009
The Guard ,2011
College ,2008
The Virgin Suicides ,1999
Little Voice ,1998
Miss March ,2009
Wish I Was Here ,2014
Simply Irresistible ,1999
Hedwig and the Angry Inch ,2001
Only the Strong ,1993
Goddess of Love ,2015
Shattered Glass ,2003
Novocaine ,2001
The Business of Strangers ,2001
The Wild Bunch ,1969
The Wackness ,2008
The Great Train Robbery ,1979
Morvern Callar ,2002
Beastmaster 2: Through the Portal of Time ,1991
The 5th Quarter ,2010
The Flower of Evil ,2003
The Greatest ,2009
Snow Flower and the Secret Fan ,2011
Come Early Morning ,2006
Lucky Break ,2001
Julia ,1977
"Surfer, Dude ",2008
Lake of Fire ,2006
11:14 ,2003
Men of War ,1994
Don McKay ,2009
Deadfall ,2012
A Shine of Rainbows ,2009
The Hit List ,2011
Videodrome ,1983
L'auberge espagnole ,2002
Song One ,2014
Winter in Wartime ,2008
Freaky Deaky ,2012
The Train ,1964
Trade of Innocents ,2012
The Protector ,2005
Stiff Upper Lips ,1998
Bend It Like Beckham ,2002
Sunshine State ,2002
Crossover ,2006
Khiladi 786 ,2012
[Rec] 2 ,2009
Standing Ovation ,2010
The Sting ,1973
Chariots of Fire ,1981
Diary of a Mad Black Woman ,2005
Shine ,1996
Don Jon ,2013
High Plains Drifter ,1973
Ghost World ,2001
Iris ,2001
Galaxina ,1980
The Chorus ,2004
Mambo Italiano ,2003
Wonderland ,2003
Do the Right Thing ,1989
Harvard Man ,2001
Le Havre ,2011
Irreversible ,2002
R100 ,2013
Rang De Basanti ,2006
Animals ,2014
Salvation Boulevard ,2011
The Ten ,2007
A Room for Romeo Brass ,1999
Headhunters ,2011
Grabbers ,2012
Saint Ralph ,2004
Miss Julie ,2014
Somewhere in Time ,1980
Dum Maaro Dum ,2011
Insidious: Chapter 2 ,2013
Saw II ,2005
10 Cloverfield Lane ,2016
Jackass: The Movie ,2002
Lights Out ,2016
Paranormal Activity 3 ,2011
Ouija ,2014
A Nightmare on Elm Street 3: Dream Warriors ,1987
Instructions Not Included ,2013
Paranormal Activity 4 ,2012
The Robe ,1953
The Return of the Pink Panther ,1975
Freddy's Dead: The Final Nightmare ,1991
Monster ,2003
Paranormal Activity: The Marked Ones ,2014
The Elephant Man ,1980
Dallas Buyers Club ,2013
The Lazarus Effect ,2015
Memento ,2000
Oculus ,2013
Clerks II ,2006
Billy Elliot ,2000
The Way Way Back ,2013
House Party 2 ,1991
The Man from Snowy River ,1982
Doug's 1st Movie ,1999
The Apostle ,1997
Mommie Dearest ,1981
Our Idiot Brother ,2011
Race ,2016
The Players Club ,1998
"As Above, So Below ",2014
Addicted ,2014
Eve's Bayou ,1997
Still Alice ,2014
The Egyptian ,1954
Nighthawks ,1981
Friday the 13th Part VIII: Jason Takes Manhattan ,1989
My Big Fat Greek Wedding ,2002
Spring Breakers ,2012
Halloween: The Curse of Michael Myers ,1995
Y Tu Mamá También ,2001
Saving Grace ,0
Shaun of the Dead ,2004
The Haunting of Molly Hartley ,2008
Lone Star ,1996
Halloween 4: The Return of Michael Myers ,1988
April Fool's Day ,1986
Flying By ,2009
Psych ,0
Diner ,1982
Lone Wolf McQuade ,1983
Apollo 18 ,2011
We Have Your Husband ,2011
Sunshine Cleaning ,2008
No Escape ,2015
The Beastmaster ,1982
Should've Been Romeo ,2012
Running Forever ,2015
Solomon and Sheba ,1959
Fifty Shades of Black ,2016
Not Easily Broken ,2009
A Farewell to Arms ,1932
The Perfect Match ,2016
Digimon: The Movie ,2000
Saved! ,2004
The Barbarian Invasions ,2003
Robin and Marian ,1976
The Forsaken ,2001
Force 10 from Navarone ,1978
UHF ,1989
Grandma's Boy ,2006
Slums of Beverly Hills ,1998
Once Upon a Time in the West ,1968
Made ,2001
Moon ,2009
Barfi ,2013
Keeping Up with the Steins ,2006
Sea Rex 3D: Journey to a Prehistoric World ,2010
The Sweet Hereafter ,1997
Of Gods and Men ,2010
Bottle Shock ,2008
Jekyll and Hyde... Together Again ,1982
Heavenly Creatures ,1994
90 Minutes in Heaven ,2015
Everything Must Go ,2010
Zero Effect ,1998
The Machinist ,2004
Light Sleeper ,1992
Secrets and Lies ,0
Kill the Messenger ,2014
Rabbit Hole ,2010
Party Monster ,2003
Green Room ,2015
The Oh in Ohio ,2006
Atlas Shrugged: Who Is John Galt? ,2014
Bottle Rocket ,1996
Albino Alligator ,1996
"Gandhi, My Father ",2007
Standard Operating Procedure ,2008
Tucker and Dale vs Evil ,2010
"Lovely, Still ",2008
Tycoon ,1947
Desert Blue ,1998
Decoys ,2004
The Visit ,2015
Redacted ,2007
Fascination ,2004
Area 51 ,2015
Sleep Tight ,2011
The Cottage ,2008
Dead Like Me: Life After Death ,2009
Farce of the Penguins ,2006
Anne of Green Gables ,0
Rudderless ,2014
Henry & Me ,2014
Christmas Eve ,2015
Dying of the Light ,2014
Born of War ,2014
Capricorn One ,1977
Yoga Hosers ,2016
Navy Seals vs. Zombies ,2015
I Served the King of England ,2006
Animal Kingdom ,0
Soul Kitchen ,2009
Sling Blade ,1996
The Awakening ,2011
Hostel ,2005
Tristram Shandy: A Cock and Bull Story ,2005
Take Shelter ,2011
Lady in White ,1988
Driving Lessons ,2006
Let's Kill Ward's Wife ,2014
The Texas Chainsaw Massacre 2 ,1986
Pat Garrett & Billy the Kid ,1973
Only God Forgives ,2013
Camping sauvage ,2005
Without Men ,2011
Dear Frankie ,2004
All Hat ,2007
The Names of Love ,2010
Treading Water ,2013
Savage Grace ,2007
Police Academy ,1984
The Blue Lagoon ,1980
Four Weddings and a Funeral ,1994
Fast Times at Ridgemont High ,1982
Moby Dick ,1956
25th Hour ,2002
Bound ,1996
Requiem for a Dream ,2000
State Fair ,1945
Tango ,1998
Salvador ,1986
Moms' Night Out ,2014
Donnie Darko ,2001
Saving Private Perez ,2011
Character ,1997
Spun ,2002
Life During Wartime ,2009
Lady Vengeance ,2005
Mozart's Sister ,2010
Mean Machine ,2001
Exiled ,2006
Blackthorn ,2011
Lilya 4-Ever ,2002
After.Life ,2009
Fugly ,2014
One Flew Over the Cuckoo's Nest ,1975
R.L. Stine's Monsterville: The Cabinet of Souls ,2015
Silent Movie ,1976
Airlift ,2016
Falcon Rising ,2014
The Sweeney ,2012
Sexy Beast ,2000
Easy Money ,2010
Whale Rider ,2002
Paa ,2009
Cargo ,2009
High School Musical ,2006
Love and Death on Long Island ,1997
Night Watch ,2004
The Crying Game ,1992
Porky's ,1981
Survival of the Dead ,2009
Lost in Translation ,2003
Annie Hall ,1977
The Greatest Show on Earth ,1952
Monster's Ball ,2001
Maggie ,2015
Leaving Las Vegas ,1995
Hansel & Gretel Get Baked ,2013
Sonny with a Chance ,0
The Front Page ,1974
The Boy Next Door ,2015
Trapeze ,1956
The Kids Are All Right ,2010
They Live ,1988
The Great Escape ,1963
What the #$*! Do We (K)now!? ,2004
The Last Exorcism Part II ,2013
Boyhood ,2014
Scoop ,2006
The Wash ,2001
3 Strikes ,2000
The Cooler ,2003
The Misfits ,1961
The Night Listener ,2006
The Jerky Boys ,1995
The Orphanage ,2007
A Haunted House 2 ,2014
The Rules of Attraction ,2002
Topaz ,1969
Let's Go to Prison ,2006
Four Rooms ,1995
Secretary ,2002
The Real Cancun ,2003
Talk Radio ,1988
Waiting for Guffman ,1996
Love Stinks ,1999
You Kill Me ,2007
Thumbsucker ,2005
Red State ,2011
M*A*S*H ,0
Mirrormask ,2005
Samsara ,2011
The Barbarians ,1987
The Art of Getting By ,2011
Zipper ,2015
Poolhall Junkies ,2002
Empire ,0
The Loss of Sexual Innocence ,1999
Holy Motors ,2012
Joe ,2013
Shooting Fish ,1997
Prison ,1987
Psycho Beach Party ,2000
The Big Tease ,1999
"Buen Día, Ramón ",2013
Trust ,2010
An Everlasting Piece ,2000
Among Giants ,1998
Adore ,2013
The Velocity of Gary ,1998
Mondays in the Sun ,2002
Stake Land ,2010
The Last Time I Committed Suicide ,1997
Futuro Beach ,2014
Another Happy Day ,2011
A Lonely Place to Die ,2011
Nothing ,2003
The Geographer Drank His Globe Away ,2013
